crop,plant_id,plant_type,plant_name,plant_common_name,plant_taxon_level,plant_family,plant_genus,plant_species
species:desmodium-nudiflorum,species:desmodium-nudiflorum,non-crop,Desmodium nudiflorum,"Nakedflower Ticktrefoil, Naked-Flowered Tick Trefoil, Naked-stemmed Tick Clover",Species,Fabaceae,Desmodium,Desmodium nudiflorum
species:desmodium-ochroleucum,species:desmodium-ochroleucum,non-crop,Desmodium ochroleucum,"Cream-flowered Tick Trefoil, Cream Ticktrefoil, Tick Clover, Creamflowered Tick-Trefoil",Species,Fabaceae,Desmodium,Desmodium ochroleucum
species:desmodium-rotundifolium,species:desmodium-rotundifolium,non-crop,Desmodium rotundifolium,"Round-Leaved Tick Trefoil, Round-Leaved Trailing Tick-Trefoil, Prostrate Ticktrefoil, Dollarleaf",Species,Fabaceae,Desmodium,Desmodium rotundifolium
species:dianthus-armeria,species:dianthus-armeria,non-crop,Dianthus armeria,"Deptford Pink, Mountain Pink",Species,Caryophyllaceae,Dianthus,Dianthus armeria
species:dianthus-caryophyllus,species:dianthus-caryophyllus,non-crop,Dianthus caryophyllus,"Carnation, Clove Pink",Species,Caryophyllaceae,Dianthus,Dianthus caryophyllus
species:dicentra-canadensis,species:dicentra-canadensis,non-crop,Dicentra canadensis,"Squirrel Corn, Wild turkey-pea, Turkey Corn, Colicweed, Ghost Corn, Lyre Flower",Species,Papaveraceae,Dicentra,Dicentra canadensis
species:dicentra-cucullaria,species:dicentra-cucullaria,non-crop,Dicentra cucullaria,Dutchman's Breeches,Species,Papaveraceae,Dicentra,Dicentra cucullaria
species:dicentra-eximia,species:dicentra-eximia,non-crop,Dicentra eximia,"Wild Bleeding Heart, Eastern Bleeding Heart, Turkey Corn",Species,Papaveraceae,Dicentra,Dicentra eximia
species:diervilla-rivularis,species:diervilla-rivularis,non-crop,Diervilla rivularis,"Mountain Bush Honeysuckle, Hairy Bush honeysuckle, Riverbank Bush Honeysuckle",Species,Caprifoliaceae,Diervilla,Diervilla rivularis
species:diodia-teres,species:diodia-teres,non-crop,Diodia teres,"Rough Buttonweed, Poor Joe",Species,Rubiaceae,Diodia,Diodia teres
species:diodia-virginiana,species:diodia-virginiana,non-crop,Diodia virginiana,"Virginia Buttonweed, Large Buttonweed, Poor Joe",Species,Rubiaceae,Diodia,Diodia virginiana
species:dioscorea-villosa,species:dioscorea-villosa,non-crop,Dioscorea villosa,"Wild Yam, Yam Root, Colic Root, Whorled Wild Yam",Species,Dioscoreaceae,Dioscorea,Dioscorea villosa
species:diphylleia-cymosa,species:diphylleia-cymosa,non-crop,Diphylleia cymosa,"American Umbrella Leaf, Umbrella-leaf",Species,Berberidaceae,Diphylleia,Diphylleia cymosa
species:dipsacus-sativus,species:dipsacus-sativus,non-crop,Dipsacus sativus,"Teasel, Indian Teasel, Fuller's Teasel",Species,Caprifoliaceae,Dipsacus,Dipsacus sativus
species:dodecatheon-meadia,species:dodecatheon-meadia,non-crop,Dodecatheon meadia,"Shooting Star, Prairie Pointers, Eastern Shooting Star, Pride of Ohio, Roosterheads",Species,Primulaceae,Dodecatheon,Dodecatheon meadia
species:duchesnea-indica,species:duchesnea-indica,non-crop,Duchesnea indica,"Indian Strawberry, India Mockstrawberry",Species,Rosaceae,Duchesnea,Duchesnea indica
species:echinacea-purpurea,species:echinacea-purpurea,non-crop,Echinacea purpurea,"Eastern Purple Coneflower, Purple Coneflower",Species,Asteraceae,Echinacea,Echinacea purpurea
species:echinacea-simulata,species:echinacea-simulata,non-crop,Echinacea simulata,"Wavyleaf Purple Coneflower, Prairie Purple Coneflower, Glade Coneflower",Species,Asteraceae,Echinacea,Echinacea simulata
species:echinacea-tennesseensis,species:echinacea-tennesseensis,non-crop,Echinacea tennesseensis,"Tennessee Coneflower, Tennessee Purple Coneflower",Species,Asteraceae,Echinacea,Echinacea tennesseensis
species:echium-vulgare,species:echium-vulgare,non-crop,Echium vulgare,"Viper's Bugloss, Blueweed, Blue Devil, Blue Borage, Common Echium",Species,Boraginaceae,Echium,Echium vulgare
species:elephantopus-carolinianus,species:elephantopus-carolinianus,non-crop,Elephantopus carolinianus,"Carolina Elephant's foot, Leafy Elephantfoot",Species,Asteraceae,Elephantopus,Elephantopus carolinianus
species:emilia-fosbergii,species:emilia-fosbergii,non-crop,Emilia fosbergii,"Florida Tasselflower, Flora's Paintbrush, Florida Tassel Flower",Species,Asteraceae,Emilia,Emilia fosbergii
species:epifagus-virginiana,species:epifagus-virginiana,non-crop,Epifagus virginiana,"Beechdrops, Cancer Drops, Clapwort, Virginia Broomrape",Species,Orobanchaceae,Epifagus,Epifagus virginiana
species:epigaea-repens,species:epigaea-repens,non-crop,Epigaea repens,"Trailing Arbutus, Ground Laurel, Mayflower, Plymouth Mayflower",Species,Ericaceae,Epigaea,Epigaea repens
species:eranthis-hyemalis,species:eranthis-hyemalis,non-crop,Eranthis hyemalis,Winter Aconite,Species,Ranunculaceae,Eranthis,Eranthis hyemalis
species:erigenia-bulbosa,species:erigenia-bulbosa,non-crop,Erigenia bulbosa,"Harbinger-of-Spring, Pepper and Salt",Species,Apiaceae,Erigenia,Erigenia bulbosa
species:erigeron-annuus,species:erigeron-annuus,non-crop,Erigeron annuus,Eastern daisy fleabane,Species,Asteraceae,Erigeron,Erigeron annuus
species:erigeron-bloomeri,species:erigeron-bloomeri,non-crop,Erigeron bloomeri,"Scabland Fleabane, Bloomer's Daisy, Bloomer's Fleabane",Species,Asteraceae,Erigeron,Erigeron bloomeri
species:erigeron-philadelphicus,species:erigeron-philadelphicus,non-crop,Erigeron philadelphicus,Philadelphia Fleabane,Species,Asteraceae,Erigeron,Erigeron philadelphicus
species:erigeron-pulchellus,species:erigeron-pulchellus,non-crop,Erigeron pulchellus,Robin's Plantain,Species,Asteraceae,Erigeron,Erigeron pulchellus
species:erigeron-strigosus,species:erigeron-strigosus,non-crop,Erigeron strigosus,"Prairie Fleabane, Lesser Daisy Fleabane",Species,Asteraceae,Erigeron,Erigeron strigosus
species:eriophorum-virginicum,species:eriophorum-virginicum,non-crop,Eriophorum virginicum,"Virginia Cottongrass, Tawny Cottongrass, Rusty Cotton Grass",Species,Cyperaceae,Eriophorum,Eriophorum virginicum
species:erodium-cicutarium,species:erodium-cicutarium,non-crop,Erodium cicutarium,"Crane's Bill Geranium, Redstem Stork's Bill, Storksbill, Redstem Filaree, Heron's Bill",Species,Geraniaceae,Erodium,Erodium cicutarium
species:eryngium-yuccifolium,species:eryngium-yuccifolium,non-crop,Eryngium yuccifolium,"Rattlesnake Master, Button Eryngo, Button Snakeroot, Yuccaleaf Eryngo",Species,Apiaceae,Eryngium,Eryngium yuccifolium
species:erythronium-americanum,species:erythronium-americanum,non-crop,Erythronium americanum,"Trout Lily, Yellow Dogtooth Violet, Yellow Adder's Tongue, Yellow Trout-Lily",Species,Liliaceae,Erythronium,Erythronium americanum
species:erythronium-grandiflorum,species:erythronium-grandiflorum,non-crop,Erythronium grandiflorum,"Yellow Avalanche Lily, Glacier Lily",Species,Liliaceae,Erythronium,Erythronium grandiflorum
species:erythronium-umbilicatum,species:erythronium-umbilicatum,non-crop,Erythronium umbilicatum,"Dimpled Trout Lily, Dimpled Dogtooth Violet, Southern Appalachian Trout Lily",Species,Liliaceae,Erythronium,Erythronium umbilicatum
species:eschscholzia-californica,species:eschscholzia-californica,non-crop,Eschscholzia californica,California Poppy,Species,Papaveraceae,Eschscholzia,Eschscholzia californica
species:eucnide-urens,species:eucnide-urens,non-crop,Eucnide urens,Desert Rock Nettle,Species,Loasaceae,Eucnide,Eucnide urens
species:euonymus-americanus,species:euonymus-americanus,non-crop,Euonymus americanus,"Bursting Heart, Hearts-a-bustin', Strawberry Bush.",Species,Celastraceae,Euonymus,Euonymus americanus
species:euonymus-atropurpureus,species:euonymus-atropurpureus,non-crop,Euonymus atropurpureus,"Burningbush, Eastern Wahoo, Spindle Tree, Indian Arrow-Wood",Species,Celastraceae,Euonymus,Euonymus atropurpureus
species:eupatorium-perfoliatum,species:eupatorium-perfoliatum,non-crop,Eupatorium perfoliatum,"Boneset, Common Boneset, Feverwort, Indian Sage, Wild Isaac",Species,Asteraceae,Eupatorium,Eupatorium perfoliatum
species:eupatorium-rotundifolium,species:eupatorium-rotundifolium,non-crop,Eupatorium rotundifolium,"Roundleaf Thoroughwort, Common Roundleaf Eupatorium",Species,Asteraceae,Eupatorium,Eupatorium rotundifolium
species:eupatorium-serotinum,species:eupatorium-serotinum,non-crop,Eupatorium serotinum,"Late-Flowering Thoroughwort, Late-Flowering Boneset",Species,Asteraceae,Eupatorium,Eupatorium serotinum
species:euphorbia-corollata,species:euphorbia-corollata,non-crop,Euphorbia corollata,"Flowering Spurge, Blooming Spurge, Emetic Root",Species,Euphorbiaceae,Euphorbia,Euphorbia corollata
species:euphorbia-cyathophora,species:euphorbia-cyathophora,non-crop,Euphorbia cyathophora,"Wild Poinsettia, Mexican Fireplant, Fire on the Mountain, Painted Euphorbia, Desert Poinsettia",Species,Euphorbiaceae,Euphorbia,Euphorbia cyathophora
species:euphorbia-heterophylla,species:euphorbia-heterophylla,non-crop,Euphorbia heterophylla,"Mexican Fire Plant, Wild Poinsettia",Species,Euphorbiaceae,Euphorbia,Euphorbia heterophylla
species:euphorbia-hirta,species:euphorbia-hirta,non-crop,Euphorbia hirta,"Asthma Plant, Dove Milk, Garden Spurge, Hairy Spurge, Pillpod Sandmat, Pillpod Spurge, Red Euphorbia, Snakeweed, Sneezeweed, Spurge",Species,Euphorbiaceae,Euphorbia,Euphorbia hirta
species:euphorbia-marginata,species:euphorbia-marginata,non-crop,Euphorbia marginata,"Snow-on-the-Mountain, Mountain Snow Spurge",Species,Euphorbiaceae,Euphorbia,Euphorbia marginata
species:euphorbia-mercurialina,species:euphorbia-mercurialina,non-crop,Euphorbia mercurialina,"Cumberland Spurge, Mercury Spurge",Species,Euphorbiaceae,Euphorbia,Euphorbia mercurialina
species:euphorbia-pulcherrima,species:euphorbia-pulcherrima,non-crop,Euphorbia pulcherrima,"Poinsettia, Christmas Flower, Easter Flower",Species,Euphorbiaceae,Euphorbia,Euphorbia pulcherrima
species:eurybia-furcata,species:eurybia-furcata,non-crop,Eurybia furcata,Forked Aster,Species,Asteraceae,Eurybia,Eurybia furcata
species:eutrochium-fistulosum,species:eutrochium-fistulosum,non-crop,Eutrochium fistulosum,"Hollow Joe Pye Weed, Trumpetweed, Tubular Thoroughwort, Hollow-stemmed Joe-pye-weed",Species,Asteraceae,Eutrochium,Eutrochium fistulosum
species:eutrochium-maculatum,species:eutrochium-maculatum,non-crop,Eutrochium maculatum,"Spotted Joe Pye Weed, Purple Boneset, Spotted Trumpetweed",Species,Asteraceae,Eutrochium,Eutrochium maculatum
species:eutrochium-steelei,species:eutrochium-steelei,non-crop,Eutrochium steelei,"Appalachian Joe Pye Weed, Steele's Eupatorium, Steele's Joe Pye Weed",Species,Asteraceae,Eutrochium,Eutrochium steelei
species:fallopia-japonica,species:fallopia-japonica,non-crop,Fallopia japonica,"Japanese Knotweed, Crimson Beauty, Mexican bamboo, Japanese Fleece Flower, Reynoutria",Species,Polygonaceae,Fallopia,Fallopia japonica
species:fragaria-virginiana,species:fragaria-virginiana,non-crop,Fragaria virginiana,"Virginia Strawberry, Wild Strawberry",Species,Rosaceae,Fragaria,Fragaria virginiana
species:fritillaria-pudica,species:fritillaria-pudica,non-crop,Fritillaria pudica,"Yellowbells, Yellow Fritillary, Yellow Missionbells, Gold Bell",Species,Liliaceae,Fritillaria,Fritillaria pudica
species:gaillardia-pinnatifida,species:gaillardia-pinnatifida,non-crop,Gaillardia pinnatifida,"Red Dome Blanketflower, Hopi Blanketflower, Yellow Gaillardia, Slender Gaillardia, Cutleaf Blanketflower",Species,Asteraceae,Gaillardia,Gaillardia pinnatifida
species:gaillardia-pulchella,species:gaillardia-pulchella,non-crop,Gaillardia pulchella,"Indian Blanket, Indian Blanketflower, Firewheel",Species,Asteraceae,Gaillardia,Gaillardia pulchella
species:galax-urceolata,species:galax-urceolata,non-crop,Galax urceolata,"Beetleweed, Galax, Wandplant, Wandflower, Coltsfoot",Species,Diapensiaceae,Galax,Galax urceolata
species:galearis-spectabilis,species:galearis-spectabilis,non-crop,Galearis spectabilis,"Showy Orchis, Showy Orchid, Purple-hooded Orchid, Gay Orchid, Purple Orchis, Two-leaved orchis",Species,Orchidaceae,Galearis,Galearis spectabilis
species:gaultheria-procumbens,species:gaultheria-procumbens,non-crop,Gaultheria procumbens,"Eastern Teaberry, American Wintergreen, Checkerberry",Species,Ericaceae,Gaultheria,Gaultheria procumbens
species:gaura-filipes,species:gaura-filipes,non-crop,Gaura filipes,"Slenderstalk Beeblossom, Slender Gaura, Threadstalk Gaura",Species,Onagraceae,Gaura,Gaura filipes
species:gentiana-algida,species:gentiana-algida,non-crop,Gentiana algida,"Arctic Gentian, Whitish Gentian",Species,Gentianaceae,Gentiana,Gentiana algida
species:gentiana-calycosa,species:gentiana-calycosa,non-crop,Gentiana calycosa,"Explorer's Gentian, Mountain Bog Gentian, Rainier Pleated Gentian",Species,Gentianaceae,Gentiana,Gentiana calycosa
species:gentiana-saponaria,species:gentiana-saponaria,non-crop,Gentiana saponaria,"Soapwort Gentian, Harvestbells",Species,Gentianaceae,Gentiana,Gentiana saponaria
species:gentiana-villosa,species:gentiana-villosa,non-crop,Gentiana villosa,"Pale Gentian, Striped Gentian, Sampsons Snakeroot",Species,Gentianaceae,Gentiana,Gentiana villosa
species:geranium-carolinianum,species:geranium-carolinianum,non-crop,Geranium carolinianum,"Carolina Geranium, Carolina Cranesbill",Species,Geraniaceae,Geranium,Geranium carolinianum
species:geranium-dissectum,species:geranium-dissectum,non-crop,Geranium dissectum,"Cutleaf Geranium, Cut-leaved Cranesbill",Species,Geraniaceae,Geranium,Geranium dissectum
species:geranium-maculatum,species:geranium-maculatum,non-crop,Geranium maculatum,"Wild Geranium, Spotted geranium, Cranesbill",Species,Geraniaceae,Geranium,Geranium maculatum
species:geranium-viscosissimum,species:geranium-viscosissimum,non-crop,Geranium viscosissimum,"Sticky Purple Geranium, Sticky Wild Geranium",Species,Geraniaceae,Geranium,Geranium viscosissimum
species:geum-canadense,species:geum-canadense,non-crop,Geum canadense,"White Avens, Canada Avens",Species,Rosaceae,Geum,Geum canadense
species:geum-donianum,species:geum-donianum,non-crop,Geum donianum,"Southern Barren Strawberry, Appalachian Barren Strawberry, Small-petaled Barren Strawberry",Species,Rosaceae,Geum,Geum donianum
species:glandularia-canadensis,species:glandularia-canadensis,non-crop,Glandularia canadensis,"Rose Vervain, Rose Mock Vervain, Rose Verbena, Sweet William, Clump Verbena",Species,Verbenaceae,Glandularia,Glandularia canadensis
species:glechoma-hederacea,species:glechoma-hederacea,non-crop,Glechoma hederacea,"Ground Ivy, Gill-over-the-ground, Haymaids, Creeping Charlie",Species,Lamiaceae,Glechoma,Glechoma hederacea
species:goodyera-pubescens,species:goodyera-pubescens,non-crop,Goodyera pubescens,"Downy Rattlesnake Plantain, Downy Rattlesnake Orchid, Adder's Violet, Net-leaf Plantain",Species,Orchidaceae,Goodyera,Goodyera pubescens
species:grindelia-squarrosa,species:grindelia-squarrosa,non-crop,Grindelia squarrosa,"Curlycup Gumweed, Curlytop Gumweed",Species,Asteraceae,Grindelia,Grindelia squarrosa
species:halesia-tetraptera,species:halesia-tetraptera,non-crop,Halesia tetraptera,"Mountain Silverbell, Carolina Silverbell, 4-wing Silverbell",Species,Styracaceae,Halesia,Halesia tetraptera
species:hamamelis-virginiana,species:hamamelis-virginiana,non-crop,Hamamelis virginiana,American Witchhazel,Species,Hamamelidaceae,Hamamelis,Hamamelis virginiana
species:helenium-amarum,species:helenium-amarum,non-crop,Helenium amarum,"Bitterweed, Bitter Sneezeweed, Yellowdicks",Species,Asteraceae,Helenium,Helenium amarum
species:helenium-autumnale,species:helenium-autumnale,non-crop,Helenium autumnale,"Autumn Sneezeweed, Common Sneezeweed, False Sunflower, Staggerwort, Yellow Star",Species,Asteraceae,Helenium,Helenium autumnale
species:helenium-flexuosum,species:helenium-flexuosum,non-crop,Helenium flexuosum,"Purple-headed Sneezeweed, Purplehead Sneezeweed",Species,Asteraceae,Helenium,Helenium flexuosum
species:helianthus-angustifolius,species:helianthus-angustifolius,non-crop,Helianthus angustifolius,"Swamp Sunflower, Narrow-leaf Sunflower",Species,Asteraceae,Helianthus,Helianthus angustifolius
species:helianthus-annuus,species:helianthus-annuus,non-crop,Helianthus annuus,"Common Sunflower, Kansas Sunflower, Mirasol",Species,Asteraceae,Helianthus,Helianthus annuus
species:helianthus-atrorubens,species:helianthus-atrorubens,non-crop,Helianthus atrorubens,"Purpledisk sunflower, Appalachian sunflower",Species,Asteraceae,Helianthus,Helianthus atrorubens
species:helianthus-debilis,species:helianthus-debilis,non-crop,Helianthus debilis,"Dune Sunflower, Beach Sunflower, Cucumberleaf Sunflower, East Coast Dune Sunflower, Branching Sunflower",Species,Asteraceae,Helianthus,Helianthus debilis
species:helianthus-decapetalus,species:helianthus-decapetalus,non-crop,Helianthus decapetalus,"Thinleaf Sunflower, Ten-petal Sunflower, Forest Sunflower, Pale Sunflower",Species,Asteraceae,Helianthus,Helianthus decapetalus
species:helianthus-microcephalus,species:helianthus-microcephalus,non-crop,Helianthus microcephalus,"Small Woodland Sunflower, Small-headed Sunflower",Species,Asteraceae,Helianthus,Helianthus microcephalus
species:helianthus-tuberosus,species:helianthus-tuberosus,non-crop,Helianthus tuberosus,"Jerusalem Artichoke, Jerusalem Sunflower, Sunchoke, Girasole",Species,Asteraceae,Helianthus,Helianthus tuberosus
species:heliotropium-arborescens,species:heliotropium-arborescens,non-crop,Heliotropium arborescens,"Cherry Pie Plant, Garden Heliotrope",Species,Boraginaceae,Heliotropium,Heliotropium arborescens
species:hemerocallis-fulva,species:hemerocallis-fulva,non-crop,Hemerocallis fulva,"Common Daylily, Tawny Daylily, Orange Daylily",Species,Asphodelaceae,Hemerocallis,Hemerocallis fulva
species:heracleum-maximum,species:heracleum-maximum,non-crop,Heracleum maximum,"American Cow Parsnip, Masterwort, American Hogweed, Common Cowparsnip",Species,Apiaceae,Heracleum,Heracleum maximum
species:hesperis-matronalis,species:hesperis-matronalis,non-crop,Hesperis matronalis,"Dame's Rocket, Damask Violet, Night-scented Gilliflower, Queen's Gilliflower, Mother-of-the-evening, Summer Lilac",Species,Brassicaceae,Hesperis,Hesperis matronalis
species:heterotheca-subaxillaris,species:heterotheca-subaxillaris,non-crop,Heterotheca subaxillaris,"Camphorweed, Camphor Weed, False Goldenaster",Species,Asteraceae,Heterotheca,Heterotheca subaxillaris
species:heuchera-villosa,species:heuchera-villosa,non-crop,Heuchera villosa,"Mapleleaf Alumroot, Hairy Alum Root, Rough Heuchera",Species,Saxifragaceae,Heuchera,Heuchera villosa
species:hexastylis-arifolia,species:hexastylis-arifolia,non-crop,Hexastylis arifolia,"Little Brown Jug, Arrowleaf Ginger",Species,Aristolochiaceae,Hexastylis,Hexastylis arifolia
species:hexastylis-shuttleworthii,species:hexastylis-shuttleworthii,non-crop,Hexastylis shuttleworthii,"Largeflower Heartleaf, Shuttleworth's Ginger",Species,Aristolochiaceae,Hexastylis,Hexastylis shuttleworthii
species:hibiscus-moscheutos,species:hibiscus-moscheutos,non-crop,Hibiscus moscheutos,"Swamp Rose Mallow, Crimsoneyed Rosemallow, Marshmallow, Woolly Rose Mallow, Hairy-fruited Hibiscus",Species,Malvaceae,Hibiscus,Hibiscus moscheutos
species:hibiscus-syriacus,species:hibiscus-syriacus,non-crop,Hibiscus syriacus,"Common Hibiscus, Rose of Sharon",Species,Malvaceae,Hibiscus,Hibiscus syriacus
species:hieracium-aurantiacum,species:hieracium-aurantiacum,non-crop,Hieracium aurantiacum,"Orange Hawkweed, Devil's Paintbrush",Species,Asteraceae,Hieracium,Hieracium aurantiacum
species:hieracium-venosum,species:hieracium-venosum,non-crop,Hieracium venosum,"Rattlesnake Weed, Rattlesnake Hawkweed, Veiny Hawkweed",Species,Asteraceae,Hieracium,Hieracium venosum
species:houstonia-caerulea,species:houstonia-caerulea,non-crop,Houstonia caerulea,"Quaker Ladies, Azure Bluet, Bluets",Species,Rubiaceae,Houstonia,Houstonia caerulea
species:houstonia-purpurea,species:houstonia-purpurea,non-crop,Houstonia purpurea,"Venus' Pride, Large Bluet, Large Houstonia, Summer Bluet, Purple Bluet",Species,Rubiaceae,Houstonia,Houstonia purpurea
species:houstonia-pusilla,species:houstonia-pusilla,non-crop,Houstonia pusilla,"Tiny Bluet, Small Bluet, Least Bluet",Species,Rubiaceae,Houstonia,Houstonia pusilla
species:houstonia-serpyllifolia,species:houstonia-serpyllifolia,non-crop,Houstonia serpyllifolia,"Creeping Bluet, Mountain Bluet, Thymeleaf Bluet, Appalachian Bluet, Michaux's Bluets",Species,Rubiaceae,Houstonia,Houstonia serpyllifolia
species:hoya-carnosa,species:hoya-carnosa,non-crop,Hoya carnosa,"Wax Plant, Porcelainflower",Species,Apocynaceae,Hoya,Hoya carnosa
species:hyacinthoides-non-scripta,species:hyacinthoides-non-scripta,non-crop,Hyacinthoides non-scripta,"English Bluebell, Wild Hyacinth",Species,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta
species:hybanthus-concolor,species:hybanthus-concolor,non-crop,Hybanthus concolor,"Green Violet, Eastern Greenviolet",Species,Violaceae,Hybanthus,Hybanthus concolor
species:hydrangea-arborescens,species:hydrangea-arborescens,non-crop,Hydrangea arborescens,"Wild Hydrangea, Sevenbark",Species,Hydrangeaceae,Hydrangea,Hydrangea arborescens
species:hydrangea-quercifolia,species:hydrangea-quercifolia,non-crop,Hydrangea quercifolia,Oakleaf Hydrangea,Species,Hydrangeaceae,Hydrangea,Hydrangea quercifolia
species:hydrastis-canadensis,species:hydrastis-canadensis,non-crop,Hydrastis canadensis,"Goldenseal, Orangeroot",Species,Ranunculaceae,Hydrastis,Hydrastis canadensis
species:hydrophyllum-canadense,species:hydrophyllum-canadense,non-crop,Hydrophyllum canadense,"Broad-leaf Waterleaf, Bluntleaf Waterleaf, Maple-leaf Waterleaf",Species,Boraginaceae,Hydrophyllum,Hydrophyllum canadense
species:hydrophyllum-capitatum,species:hydrophyllum-capitatum,non-crop,Hydrophyllum capitatum,"Ballhead Waterleaf, Cat's Breeches, Dwarf Waterleaf",Species,Boraginaceae,Hydrophyllum,Hydrophyllum capitatum
species:hylotelephium-telephioides,species:hylotelephium-telephioides,non-crop,Hylotelephium telephioides,"Allegheny Stonecrop, Allegheny Live-for-ever",Species,Crassulaceae,Hylotelephium,Hylotelephium telephioides
species:hymenoxys-grandiflora,species:hymenoxys-grandiflora,non-crop,Hymenoxys grandiflora,"Alpine Sunflower, Four-nerved Daisy, Graylocks Rubberweed, Old-man-of-the-mountain",Species,Asteraceae,Hymenoxys,Hymenoxys grandiflora
species:hypericum-dolabriforme,species:hypericum-dolabriforme,non-crop,Hypericum dolabriforme,"Glade St. John's Wort, Straggling St. Johnswort",Species,Hypericaceae,Hypericum,Hypericum dolabriforme
species:hypericum-frondosum,species:hypericum-frondosum,non-crop,Hypericum frondosum,"Cedarglade St. Johnswort, Golden St. Johnswort, Shrubby St. Johnswort",Species,Hypericaceae,Hypericum,Hypericum frondosum
species:hypericum-gentianoides,species:hypericum-gentianoides,non-crop,Hypericum gentianoides,"Pineweed, Orangegrass",Species,Hypericaceae,Hypericum,Hypericum gentianoides
species:hypericum-hypericoides-ssp-multicaule,species:hypericum-hypericoides-ssp-multicaule,non-crop,Hypericum hypericoides ssp multicaule,"Reclining St. Andrew's Cross, Multi-stem St. Andrew's-cross, Low St. John's-wort, Straggling St. John's-wort, Decumbent St. Andrew's Cross",Species,Hypericaceae,Hypericum,Hypericum hypericoides ssp multicaule
species:hypericum-punctatum,species:hypericum-punctatum,non-crop,Hypericum punctatum,"Spotted St. Johnswort, Black Dotted St. Johnswort",Species,Hypericaceae,Hypericum,Hypericum punctatum
species:hypochaeris-radicata,species:hypochaeris-radicata,non-crop,Hypochaeris radicata,"Hairy Cat's Ear, False Dandelion",Species,Asteraceae,Hypochaeris,Hypochaeris radicata
species:hypoxis-hirsuta,species:hypoxis-hirsuta,non-crop,Hypoxis hirsuta,"Yellow Star Grass, Common Goldstar",Species,Hypoxidaceae,Hypoxis,Hypoxis hirsuta
species:ilex-verticillata,species:ilex-verticillata,non-crop,Ilex verticillata,Winterberry,Species,Aquifoliaceae,Ilex,Ilex verticillata
species:impatiens-capensis,species:impatiens-capensis,non-crop,Impatiens capensis,"Jewelweed, Touch-Me-Not",Species,Balsaminaceae,Impatiens,Impatiens capensis
species:impatiens-pallida,species:impatiens-pallida,non-crop,Impatiens pallida,"Pale Touch-Me-Not, Pale Snapweed",Species,Balsaminaceae,Impatiens,Impatiens pallida
species:impatiens-walleriana,species:impatiens-walleriana,non-crop,Impatiens walleriana,Busy Lizzie,Species,Balsaminaceae,Impatiens,Impatiens walleriana
species:ipheion-uniflorum,species:ipheion-uniflorum,non-crop,Ipheion uniflorum,"Springstar, Spring Starflower",Species,Amaryllidaceae,Ipheion,Ipheion uniflorum
species:ipomea-alba,species:ipomea-alba,non-crop,Ipomea alba,Moonflower,Species,Convolvulaceae,Ipomea,Ipomea alba
species:ipomea-purpurea,species:ipomea-purpurea,non-crop,Ipomea purpurea,Morning Glory,Species,Convolvulaceae,Ipomea,Ipomea purpurea
species:ipomoea-alba,species:ipomoea-alba,non-crop,Ipomoea alba,"Moonflower, Tropical White Morning Glory, Moon Vine, Evening Glory",Species,Convolvulaceae,Ipomoea,Ipomoea alba
species:ipomoea-coccinea,species:ipomoea-coccinea,non-crop,Ipomoea coccinea,"Small Red Morning Glory, Redstar, Starflower, Scarlet Morningglory",Species,Convolvulaceae,Ipomoea,Ipomoea coccinea
species:ipomoea-hederacea,species:ipomoea-hederacea,non-crop,Ipomoea hederacea,"Ivyleaf Morning Glory, Entireleaf Morningglory, Small Morning Glory",Species,Convolvulaceae,Ipomoea,Ipomoea hederacea
species:ipomoea-lacunosa,species:ipomoea-lacunosa,non-crop,Ipomoea lacunosa,"Small White Morning Glory, Whitestar, Pitted Morningglory",Species,Convolvulaceae,Ipomoea,Ipomoea lacunosa
species:ipomoea-lobata,species:ipomoea-lobata,non-crop,Ipomoea lobata,"Fire Vine, Firecracker Vine, Spanish Flag",Species,Convolvulaceae,Ipomoea,Ipomoea lobata
species:ipomoea-pandurata,species:ipomoea-pandurata,non-crop,Ipomoea pandurata,"Wild Potato Vine, Man of the Earth, Wild Sweet Potato, Bigroot Morning Glory",Species,Convolvulaceae,Ipomoea,Ipomoea pandurata
species:ipomopsis-aggregata,species:ipomopsis-aggregata,non-crop,Ipomopsis aggregata,"Scarlet Gilia, Scarlet Skyrocket, Scarlet Trumpet, Skunk Flower",Species,Polemoniaceae,Ipomopsis,Ipomopsis aggregata
species:iris-cristata,species:iris-cristata,non-crop,Iris cristata,Crested Dwarf Iris,Species,Iridaceae,Iris,Iris cristata
species:iris-domestica,species:iris-domestica,non-crop,Iris domestica,"Blackberry Lily, Leopard Flower, Leopard Lily",Species,Iridaceae,Iris,Iris domestica
species:iris-hollandica,species:iris-hollandica,non-crop,Iris hollandica,Dutch Iris,Species,Iridaceae,Iris,Iris hollandica
species:iris-prismatica,species:iris-prismatica,non-crop,Iris prismatica,"Slender Blue Flag, Slender Blue Iris, Coastal Iris",Species,Iridaceae,Iris,Iris prismatica
species:iris-pseudacorus,species:iris-pseudacorus,non-crop,Iris pseudacorus,"Yellow Flag Iris, Paleyellow Iris, Yellow Iris, Water Flag",Species,Iridaceae,Iris,Iris pseudacorus
species:iris-verna,species:iris-verna,non-crop,Iris verna,"Dwarf Violet Iris, Vernal Iris, Spring Iris, Upland Dwarf Iris",Species,Iridaceae,Iris,Iris verna
